Currency,Type,International,Anticipation,Money,Quantity
0,2,1,102,$320.00,1
0,2,1,103,"$1,384.00",4
0,2,1,106,"$2,270.00",7
0,2,1,107,"$2,700.00",14
0,2,1,112,"$2,688.00",12
0,2,1,113,$706.00,2
0,2,1,119,"$2,112.00",6
0,2,1,121,"$2,881.00",11
0,2,1,128,"$3,340.00",11
0,2,1,130,"$2,448.00",6
0,2,1,27,$152.00,1
0,2,1,28,$169.00,1
0,2,1,30,$407.00,2
0,2,1,33,$239.00,1
0,2,1,36,$922.00,4
0,2,1,38,$153.00,1
0,2,1,39,"$1,858.00",7
0,2,1,46,"$1,862.00",6
0,2,1,47,$529.00,2
0,2,1,56,$574.00,2
0,2,1,58,$370.00,2
0,2,1,60,$177.00,1
0,2,1,65,$351.00,2
0,2,1,69,$158.00,1
0,2,1,71,$159.00,1
0,2,1,77,$318.00,2
0,2,1,93,$192.00,1
0,2,1,95,$304.00,1
0,2,1,116,$414.00,2
0,2,1,127,$286.00,1
0,2,1,134,"$1,715.00",7
0,2,1,12,"$1,341.00",5
0,2,1,13,"$2,598.00",12
0,2,1,14,$816.00,3
0,2,1,15,$670.00,2
0,2,1,16,"$5,282.00",20
0,2,1,17,"$3,505.00",14
0,2,1,18,"$4,528.00",16
0,2,1,19,"$6,802.00",25
0,2,1,20,"$11,392.00",42
0,2,1,21,"$8,763.00",38
0,2,1,22,"$11,699.00",48
0,2,1,23,"$12,161.00",53
0,2,1,24,"$11,974.00",53
0,2,1,25,"$9,533.00",42
0,2,1,26,"$14,505.00",56
0,2,1,27,"$19,794.00",77
0,2,1,28,"$15,987.00",70
0,2,1,29,"$11,914.00",53
0,2,1,30,"$19,556.00",83
0,2,1,31,"$26,188.00",105
0,2,1,32,"$25,803.00",106
0,2,1,33,"$27,454.00",109
0,2,1,34,"$21,270.00",94
0,2,1,35,"$23,701.00",100
0,2,1,36,"$23,672.00",98
0,2,1,37,"$31,556.00",136
0,2,1,38,"$30,924.00",120
0,2,1,39,"$23,333.00",100
0,2,1,40,"$19,365.00",75
0,2,1,41,"$32,616.00",130
0,2,1,42,"$27,978.00",115
0,2,1,43,"$20,690.00",83
0,2,1,44,"$29,333.00",123
0,2,1,45,"$31,297.00",129
0,2,1,46,"$25,068.00",102
0,2,1,47,"$27,186.00",119
0,2,1,48,"$26,624.00",110
0,2,1,49,"$25,385.00",108
0,2,1,50,"$27,228.00",108
0,2,1,51,"$26,310.00",103
0,2,1,52,"$29,139.00",118
0,2,1,53,"$19,635.00",81
0,2,1,54,"$24,310.00",97
0,2,1,55,"$21,480.00",85
0,2,1,56,"$20,896.00",78
0,2,1,57,"$23,587.00",99
0,2,1,58,"$27,624.00",113
0,2,1,59,"$24,118.00",99
0,2,1,60,"$31,446.00",118
0,2,1,61,"$21,445.00",87
0,2,1,62,"$20,132.00",89
0,2,1,63,"$24,698.00",103
0,2,1,64,"$22,154.00",84
0,2,1,65,"$25,077.00",106
0,2,1,66,"$18,903.00",74
0,2,1,67,"$19,848.00",83
0,2,1,68,"$18,873.00",76
0,2,1,69,"$20,532.00",85
0,2,1,70,"$23,422.00",99
0,2,1,71,"$14,677.00",65
0,2,1,72,"$19,725.00",80
0,2,1,73,"$22,312.00",94
0,2,1,74,"$23,419.00",98
0,2,1,75,"$22,545.00",92
0,2,1,76,"$19,212.00",76
0,2,1,77,"$17,390.00",68
0,2,1,78,"$16,084.00",64
0,2,1,79,"$20,457.00",83
0,2,1,80,"$28,206.00",116
0,2,1,81,"$22,132.00",84
0,2,1,82,"$11,535.00",46
0,2,1,83,"$27,382.00",116
0,2,1,84,"$18,781.00",68
0,2,1,85,"$21,174.00",88
0,2,1,86,"$19,191.00",72
0,2,1,87,"$24,302.00",94
0,2,1,88,"$14,891.00",64
0,2,1,89,"$25,574.00",94
0,2,1,90,"$24,683.00",97
0,2,1,91,"$22,499.00",92
0,2,1,92,"$26,045.00",103
0,2,1,93,"$17,607.00",67
0,2,1,94,"$22,373.00",88
0,2,1,95,"$25,553.00",103
0,2,1,96,"$13,945.00",56
0,2,1,97,"$17,996.00",69
0,2,1,98,"$22,201.00",90
0,2,1,99,"$21,192.00",85
0,2,1,100,"$12,897.00",53
0,2,1,101,"$20,410.00",83
0,2,1,102,"$18,031.00",79
0,2,1,103,"$16,621.00",62
0,2,1,104,"$19,391.00",73
0,2,1,105,"$18,913.00",69
0,2,1,106,"$17,853.00",70
0,2,1,107,"$13,322.00",54
0,2,1,108,"$11,201.00",45
0,2,1,109,"$19,004.00",78
0,2,1,110,"$9,859.00",45
0,2,1,111,"$15,398.00",58
0,2,1,112,"$14,532.00",51
0,2,1,113,"$11,770.00",45
0,2,1,114,"$14,526.00",62
0,2,1,115,"$12,457.00",48
0,2,1,116,"$12,778.00",47
0,2,1,117,"$8,094.00",29
0,2,1,118,"$6,140.00",24
0,2,1,119,"$9,575.00",39
0,2,1,120,"$9,901.00",39
0,2,1,121,"$10,609.00",39
0,2,1,122,"$5,278.00",24
0,2,1,123,"$7,564.00",36
0,2,1,124,"$5,545.00",23
0,2,1,125,"$2,270.00",10
0,2,1,126,"$5,714.00",23
0,2,1,127,"$3,435.00",17
0,2,1,128,"$2,306.00",8
0,2,1,129,"$2,623.00",10
0,2,1,130,"$1,245.00",5
0,2,1,131,"$1,173.00",6
0,2,1,132,"$1,068.00",5
0,2,1,133,"$4,305.00",16
0,2,1,134,"$1,772.00",8
0,2,1,135,$618.00,2
0,2,1,137,"$2,095.00",8
0,2,1,138,$713.00,4
0,2,1,139,"$1,284.00",5
0,2,1,140,"$1,728.00",6
0,2,1,141,$878.00,3
0,2,1,142,$160.00,1
0,2,1,143,$290.00,1
0,2,1,146,$498.00,2
1,1,0,12,$20.29,3
1,1,0,13,$47.27,8
1,1,0,14,$7.82,1
1,1,0,15,$34.11,5
1,1,0,16,$29.62,5
1,1,0,17,$92.95,15
1,1,0,18,$74.57,12
1,1,0,19,$83.81,14
1,1,0,20,$113.27,19
1,1,0,21,$113.37,20
1,1,0,22,$88.10,18
1,1,0,23,$129.89,27
1,1,0,24,$110.15,17
1,1,0,25,$56.91,9
1,1,0,26,$191.70,32
1,1,0,27,$157.67,28
1,1,0,28,$85.17,14
1,1,0,29,$91.65,16
1,1,0,30,$150.90,27
1,1,0,31,$138.70,24
1,1,0,32,$86.65,16
1,1,0,33,$175.76,29
1,1,0,34,$134.29,23
1,1,0,35,$241.60,37
1,1,0,36,$186.59,35
1,1,0,37,$178.04,29
1,1,0,38,$91.46,15
1,1,0,39,$110.20,19
1,1,0,40,$174.94,32
1,1,0,41,$108.84,19
1,1,0,42,$158.31,29
1,1,0,43,$167.17,29
1,1,0,44,$83.55,15
1,1,0,45,$128.89,21
1,1,0,46,$162.32,29
1,1,0,47,$127.64,21
1,1,0,48,$48.44,10
1,1,0,49,$128.37,21
1,1,0,50,$94.15,19
1,1,0,51,$89.01,15
1,1,0,52,$116.64,21
1,1,0,53,$91.82,19
1,1,0,54,$115.48,22
1,1,0,55,$115.88,22
1,1,0,56,$99.12,18
1,1,0,57,$53.67,10
1,1,0,58,$90.75,17
1,1,0,59,$58.57,11
1,1,0,60,$137.80,24
1,1,0,61,$100.60,23
1,1,0,62,$57.91,11
1,1,0,63,$112.26,20
1,1,0,64,$19.36,4
1,1,0,65,$45.79,10
1,1,0,66,$72.09,16
1,1,0,67,$74.15,14
1,1,0,68,$20.90,4
1,1,0,69,$12.69,3
1,1,0,70,$32.69,4
1,1,0,71,$99.95,17
1,1,0,72,$55.72,11
1,1,0,73,$53.13,10
1,1,0,74,$16.59,4
1,1,0,75,$32.44,7
1,1,0,76,$47.94,10
1,1,0,77,$33.96,7
1,1,0,78,$71.47,15
1,1,0,79,$48.83,9
1,1,0,80,$90.88,16
1,1,0,81,$27.13,5
1,1,0,82,$41.35,8
1,1,0,83,$69.64,14
1,1,0,84,$7.26,1
1,1,0,85,$58.45,13
1,1,0,86,$104.89,22
1,1,0,87,$25.99,6
1,1,0,88,$32.44,8
1,1,0,89,$76.38,13
1,1,0,90,$4.03,1
1,1,0,91,$20.10,4
1,1,0,92,$12.30,3
1,1,0,93,$28.03,7
1,1,0,94,$77.40,14
1,1,0,95,$8.06,2
1,1,0,96,$103.73,20
1,1,0,97,$65.79,11
1,1,0,98,$10.40,2
1,1,0,99,$29.36,5
1,1,0,100,$31.66,5
1,1,0,101,$60.82,13
1,1,0,102,$23.99,6
1,1,0,103,$16.60,4
1,1,0,104,$57.59,9
1,1,0,107,$39.84,8
1,1,0,108,$41.08,9
1,1,0,109,$26.34,5
1,1,0,110,$4.18,1
1,1,0,111,$4.16,1
1,1,0,114,$16.92,4
1,1,0,116,$6.31,1
1,1,0,118,$20.76,4
1,1,0,119,$5.79,1
1,1,0,121,$8.34,2
1,1,0,128,$7.09,1
1,1,0,133,$7.18,1
1,1,0,144,$14.94,2
1,1,0,19,$8.53,1
1,1,0,21,$22.26,4
1,1,0,24,$6.26,1
1,1,0,27,$90.94,17
1,1,0,34,$6.67,1
1,1,0,35,$6.88,1
1,1,0,42,$7.82,1
1,1,0,43,$4.94,1
1,1,0,45,$8.38,1
1,1,0,49,$7.15,1
1,1,0,51,$12.20,2
1,1,0,53,$41.70,5
1,1,0,59,$7.10,1
1,1,0,63,$7.92,1
1,1,0,64,$11.80,2
1,1,0,68,$5.90,1
1,1,0,119,$5.35,1
1,1,0,12,$84.64,14
1,1,0,13,$98.46,16
1,1,0,14,$218.98,34
1,1,0,15,$165.99,27
1,1,0,16,$140.18,22
1,1,0,17,$138.81,22
1,1,0,18,$203.57,33
1,1,0,19,$414.76,69
1,1,0,20,$458.76,71
1,1,0,21,$376.29,60
1,1,0,22,$567.77,92
1,1,0,23,$410.40,66
1,1,0,24,$429.91,69
1,1,0,25,$630.89,100
1,1,0,26,$424.77,67
1,1,0,27,$495.85,79
1,1,0,28,$545.36,86
1,1,0,29,$516.32,78
1,1,0,30,$765.57,122
1,1,0,31,$571.84,91
1,1,0,32,$459.86,74
1,1,0,33,$667.05,103
1,1,0,34,$553.24,87
1,1,0,35,$457.60,74
1,1,0,36,$567.99,92
1,1,0,37,$785.75,121
1,1,0,38,$407.32,62
1,1,0,39,$426.02,66
1,1,0,40,$664.07,108
1,1,0,41,$533.51,89
1,1,0,42,$601.21,96
1,1,0,43,$503.73,82
1,1,0,44,$554.04,89
1,1,0,45,$343.30,55
1,1,0,46,$426.78,69
1,1,0,47,$459.03,70
1,1,0,48,$563.09,90
1,1,0,49,$251.74,39
1,1,0,50,$424.18,67
1,1,0,51,$277.73,48
1,1,0,52,$281.63,49
1,1,0,53,$398.68,66
1,1,0,54,$308.49,54
1,1,0,55,$291.51,48
1,1,0,56,$226.30,38
1,1,0,57,$207.19,34
1,1,0,58,$265.26,45
1,1,0,59,$267.48,45
1,1,0,60,$195.34,32
1,1,0,61,$259.25,45
1,1,0,62,$244.54,42
1,1,0,63,$195.38,32
1,1,0,64,$88.04,14
1,1,0,65,$280.63,45
1,1,0,66,$254.40,43
1,1,0,67,$188.16,31
1,1,0,68,$152.45,25
1,1,0,69,$212.54,35
1,1,0,70,$275.46,47
1,1,0,71,$261.95,43
1,1,0,72,$195.74,33
1,1,0,73,$115.97,18
1,1,0,74,$178.28,30
1,1,0,75,$300.96,48
1,1,0,76,$172.47,29
1,1,0,77,$125.89,22
1,1,0,78,$256.79,42
1,1,0,79,$164.80,31
1,1,0,80,$127.78,22
1,1,0,81,$91.00,17
1,1,0,82,$178.91,29
1,1,0,83,$111.08,21
1,1,0,84,$109.45,20
1,1,0,85,$185.63,34
1,1,0,86,$163.68,29
1,1,0,87,$183.66,34
1,1,0,88,$67.59,11
1,1,0,89,$64.67,12
1,1,0,90,$228.29,39
1,1,0,91,$231.86,38
1,1,0,92,$95.36,16
1,1,0,93,$160.05,29
1,1,0,94,$123.37,22
1,1,0,95,$61.73,11
1,1,0,96,$273.21,46
1,1,0,97,$227.93,39
1,1,0,98,$161.20,27
1,1,0,99,$93.51,18
1,1,0,100,$78.98,14
1,1,0,101,$75.73,12
1,1,0,102,$127.56,25
1,1,0,103,$101.56,18
1,1,0,104,$58.95,9
1,1,0,105,$76.33,13
1,1,0,106,$76.06,13
1,1,0,107,$70.35,14
1,1,0,108,$82.00,13
1,1,0,109,$39.68,7
1,1,0,110,$64.38,11
1,1,0,111,$48.93,8
1,1,0,112,$34.30,6
1,1,0,113,$12.62,2
1,1,0,114,$27.96,5
1,1,0,115,$112.52,18
1,1,0,116,$77.26,13
1,1,0,117,$29.04,4
1,1,0,118,$54.30,9
1,1,0,119,$33.75,5
1,1,0,120,$12.62,2
1,1,0,121,$32.36,5
1,1,0,122,$41.12,8
1,1,0,123,$27.52,4
1,1,0,124,$10.84,2
1,1,0,125,$14.18,2
1,1,0,126,$22.72,4
1,1,0,127,$15.46,3
1,1,0,128,$12.42,2
1,1,0,130,$20.98,4
1,1,0,131,$10.88,2
1,1,0,132,$11.30,2
1,1,0,133,$43.06,8
1,1,0,135,$10.98,2
1,1,0,137,$10.10,2
1,1,0,139,$6.17,1
1,1,0,144,$18.51,3
1,1,0,145,$5.82,1
1,1,1,12,$29.30,2
1,1,1,13,$61.25,4
1,1,1,14,$60.07,4
1,1,1,15,$109.97,11
1,1,1,16,$42.19,3
1,1,1,17,$171.87,17
1,1,1,18,$61.35,5
1,1,1,19,$179.69,17
1,1,1,20,$228.58,21
1,1,1,21,$159.09,13
1,1,1,22,$244.68,33
1,1,1,23,$217.64,17
1,1,1,24,$197.80,20
1,1,1,25,$265.26,29
1,1,1,26,$235.38,22
1,1,1,27,$342.17,30
1,1,1,28,$210.00,21
1,1,1,29,$282.50,27
1,1,1,30,$176.87,19
1,1,1,31,$186.21,24
1,1,1,32,$367.40,46
1,1,1,33,$193.41,18
1,1,1,34,$283.75,21
1,1,1,35,$145.19,13
1,1,1,36,$146.55,15
1,1,1,37,$413.34,36
1,1,1,38,$168.00,20
1,1,1,39,$169.09,21
1,1,1,40,$240.91,18
1,1,1,41,$231.13,24
1,1,1,42,$214.99,27
1,1,1,43,$196.79,22
1,1,1,44,$282.99,25
1,1,1,45,$285.80,34
1,1,1,46,$136.24,11
1,1,1,47,$215.09,16
1,1,1,48,$237.44,22
1,1,1,49,$193.52,20
1,1,1,50,$159.36,16
1,1,1,51,$180.65,14
1,1,1,52,$136.18,11
1,1,1,53,$151.31,20
1,1,1,54,$222.89,19
1,1,1,55,$69.02,9
1,1,1,56,$180.79,18
1,1,1,57,$63.21,8
1,1,1,58,$111.14,11
1,1,1,59,$44.15,7
1,1,1,60,$140.03,13
1,1,1,61,$94.83,10
1,1,1,62,$58.58,7
1,1,1,63,$189.11,14
1,1,1,64,$88.92,11
1,1,1,65,$54.05,7
1,1,1,66,$113.07,14
1,1,1,67,$87.05,10
1,1,1,68,$24.12,4
1,1,1,69,$55.01,6
1,1,1,70,$87.44,12
1,1,1,71,$110.43,11
1,1,1,72,$109.30,15
1,1,1,73,$74.43,9
1,1,1,74,$93.58,13
1,1,1,75,$89.06,13
1,1,1,76,$127.30,14
1,1,1,77,$95.74,8
1,1,1,78,$91.21,14
1,1,1,79,$50.18,8
1,1,1,80,$80.81,7
1,1,1,81,$51.12,6
1,1,1,82,$63.00,9
1,1,1,83,$123.82,12
1,1,1,84,$48.24,8
1,1,1,85,$68.16,6
1,1,1,86,$127.92,18
1,1,1,87,$25.09,4
1,1,1,88,$58.01,5
1,1,1,89,$41.00,5
1,1,1,91,$94.81,11
1,1,1,92,$40.49,5
1,1,1,93,$109.47,13
1,1,1,94,$52.04,6
1,1,1,95,$12.06,2
1,1,1,96,$67.62,6
1,1,1,98,$55.03,8
1,1,1,99,$58.04,8
1,1,1,100,$113.38,14
1,1,1,101,$86.26,6
1,1,1,102,$6.03,1
1,1,1,103,$6.03,1
1,1,1,105,$12.06,1
1,1,1,106,$14.00,2
1,1,1,108,$38.77,3
1,1,1,109,$13.99,1
1,1,1,110,$39.84,4
1,1,1,112,$52.73,3
1,1,1,113,$46.74,4
1,1,1,115,$53.09,8
1,1,1,116,$11.21,1
1,1,1,118,$12.06,2
1,1,1,119,$14.00,2
1,1,1,120,$44.14,6
1,1,1,121,$14.99,1
1,1,1,124,$14.00,2
1,1,1,126,$48.98,5
1,1,1,132,$12.06,2
1,1,1,140,$14.00,2
1,1,1,16,$46.97,3
1,1,1,23,$13.99,1
1,1,1,24,$43.96,4
1,1,1,27,$10.70,1
1,1,1,29,$13.99,1
1,1,1,31,$9.99,1
1,1,1,32,$15.99,1
1,1,1,35,$17.23,1
1,1,1,37,$15.98,2
1,1,1,38,$19.99,1
1,1,1,39,$12.92,1
1,1,1,41,$37.90,3
1,1,1,42,$118.86,9
1,1,1,46,$14.99,1
1,1,1,52,$39.98,2
1,1,1,53,$16.37,1
1,1,1,56,$17.98,2
1,1,1,58,$146.32,12
1,1,1,63,$32.74,2
1,1,1,95,$8.99,1
1,1,1,119,$8.61,1
1,1,1,58,$13.78,1
1,1,1,69,$13.99,1
1,1,1,12,$135.59,10
1,1,1,13,$131.59,9
1,1,1,14,$210.27,14
1,1,1,15,$340.38,26
1,1,1,16,$324.76,24
1,1,1,17,$325.22,24
1,1,1,18,$243.25,21
1,1,1,19,$631.64,46
1,1,1,20,$637.76,47
1,1,1,21,$571.60,43
1,1,1,22,$679.95,53
1,1,1,23,$574.97,42
1,1,1,24,$546.31,40
1,1,1,25,$588.70,45
1,1,1,26,$908.29,67
1,1,1,27,$590.49,47
1,1,1,28,$818.04,67
1,1,1,29,$689.81,52
1,1,1,30,$604.80,49
1,1,1,31,$943.58,72
1,1,1,32,$605.87,44
1,1,1,33,$675.08,52
1,1,1,34,$852.70,73
1,1,1,35,$728.41,61
1,1,1,36,$939.04,76
1,1,1,37,$828.38,62
1,1,1,38,$549.33,43
1,1,1,39,$620.99,46
1,1,1,40,$903.31,70
1,1,1,41,$495.71,37
1,1,1,42,$686.52,57
1,1,1,43,$729.14,56
1,1,1,44,$669.72,49
1,1,1,45,$660.77,52
1,1,1,46,$612.16,52
1,1,1,47,$615.43,49
1,1,1,48,$603.49,43
1,1,1,49,$717.64,58
1,1,1,50,$611.49,45
1,1,1,51,$299.04,26
1,1,1,52,$369.67,33
1,1,1,53,$336.81,29
1,1,1,54,$333.90,31
1,1,1,55,$491.09,41
1,1,1,56,$395.42,32
1,1,1,57,$449.67,39
1,1,1,58,$372.94,30
1,1,1,59,$212.42,17
1,1,1,60,$367.32,29
1,1,1,61,$374.65,29
1,1,1,62,$284.47,25
1,1,1,63,$353.80,31
1,1,1,64,$290.05,23
1,1,1,65,$265.21,21
1,1,1,66,$376.66,27
1,1,1,67,$510.06,41
1,1,1,68,$477.56,35
1,1,1,69,$259.34,18
1,1,1,70,$224.25,19
1,1,1,71,$242.91,24
1,1,1,72,$254.63,25
1,1,1,73,$93.25,9
1,1,1,74,$302.27,26
1,1,1,75,$376.46,34
1,1,1,76,$182.81,15
1,1,1,77,$422.25,34
1,1,1,78,$280.57,21
1,1,1,79,$352.95,30
1,1,1,80,$373.39,30
1,1,1,81,$161.28,15
1,1,1,82,$163.61,15
1,1,1,83,$480.20,41
1,1,1,84,$121.69,11
1,1,1,85,$81.55,7
1,1,1,86,$63.46,6
1,1,1,87,$205.47,19
1,1,1,88,$216.48,18
1,1,1,89,$174.42,13
1,1,1,90,$302.87,26
1,1,1,91,$242.73,18
1,1,1,92,$89.22,9
1,1,1,93,$122.27,10
1,1,1,94,$125.98,9
1,1,1,95,$48.72,4
1,1,1,96,$98.66,8
1,1,1,97,$197.25,19
1,1,1,98,$145.16,12
1,1,1,99,$121.63,9
1,1,1,100,$195.86,14
1,1,1,101,$104.37,9
1,1,1,102,$111.11,10
1,1,1,103,$172.59,13
1,1,1,104,$87.31,9
1,1,1,105,$141.43,13
1,1,1,106,$36.97,3
1,1,1,108,$83.69,7
1,1,1,109,$58.47,5
1,1,1,110,$101.79,7
1,1,1,111,$142.38,13
1,1,1,112,$58.95,5
1,1,1,113,$90.23,9
1,1,1,114,$8.61,1
1,1,1,115,$31.48,4
1,1,1,116,$52.72,4
1,1,1,117,$69.95,5
1,1,1,118,$158.87,13
1,1,1,119,$31.98,2
1,1,1,121,$49.96,4
1,1,1,122,$140.63,9
1,1,1,124,$56.10,4
1,1,1,126,$14.99,1
1,1,1,130,$29.98,2
1,1,1,131,$13.78,1
1,1,1,132,$53.40,5
1,1,1,133,$44.80,4
1,1,1,137,$17.22,2
1,1,1,139,$8.61,1
1,1,1,141,$12.06,1
1,1,1,142,$32.97,3
1,1,1,145,$12.06,1
1,2,0,12,$106.58,16
1,2,0,13,$12.73,2
1,2,0,14,$48.93,8
1,2,0,15,$60.33,11
1,2,0,16,$46.86,8
1,2,0,17,$173.23,28
1,2,0,18,$189.76,31
1,2,0,19,$374.04,65
1,2,0,20,$173.18,27
1,2,0,21,$201.11,33
1,2,0,22,$136.36,24
1,2,0,23,$263.64,48
1,2,0,24,$175.10,31
1,2,0,25,$411.36,72
1,2,0,26,$306.49,56
1,2,0,27,$284.08,48
1,2,0,28,$329.58,59
1,2,0,29,$360.64,65
1,2,0,30,$248.53,43
1,2,0,31,$331.19,52
1,2,0,32,$449.33,78
1,2,0,33,$329.81,52
1,2,0,34,$525.98,91
1,2,0,35,$486.10,85
1,2,0,36,$337.83,59
1,2,0,37,$391.55,66
1,2,0,38,$520.23,95
1,2,0,39,$383.22,66
1,2,0,40,$521.07,99
1,2,0,41,$478.45,80
1,2,0,42,$410.06,76
1,2,0,43,$375.67,62
1,2,0,44,$294.54,57
1,2,0,45,$410.86,71
1,2,0,46,$381.24,67
1,2,0,47,$476.41,86
1,2,0,48,$396.59,69
1,2,0,49,$220.95,41
1,2,0,50,$262.19,45
1,2,0,51,$153.18,30
1,2,0,52,$313.50,63
1,2,0,53,$156.52,29
1,2,0,54,$331.15,64
1,2,0,55,$238.12,46
1,2,0,56,$212.29,37
1,2,0,57,$252.94,48
1,2,0,58,$527.91,88
1,2,0,59,$324.85,66
1,2,0,60,$98.99,21
1,2,0,61,$524.95,92
1,2,0,62,$140.24,28
1,2,0,63,$364.79,69
1,2,0,64,$199.75,37
1,2,0,65,$126.42,23
1,2,0,66,$207.74,41
1,2,0,67,$173.31,38
1,2,0,68,$272.60,56
1,2,0,69,$159.78,30
1,2,0,70,$115.86,23
1,2,0,71,$247.71,50
1,2,0,72,$146.07,30
1,2,0,73,$171.92,33
1,2,0,74,$175.69,33
1,2,0,75,$250.34,51
1,2,0,76,$245.84,57
1,2,0,77,$195.37,42
1,2,0,78,$149.75,28
1,2,0,79,$201.02,45
1,2,0,80,$232.63,47
1,2,0,81,$169.51,33
1,2,0,82,$276.48,55
1,2,0,83,$151.56,29
1,2,0,84,$190.95,39
1,2,0,85,$139.65,28
1,2,0,86,$85.90,18
1,2,0,87,$85.17,17
1,2,0,88,$193.00,36
1,2,0,89,$273.44,57
1,2,0,90,$83.01,18
1,2,0,91,$141.27,25
1,2,0,92,$72.31,15
1,2,0,93,$181.04,34
1,2,0,94,$73.86,14
1,2,0,95,$141.62,26
1,2,0,96,$108.35,21
1,2,0,97,$150.65,27
1,2,0,98,$115.62,26
1,2,0,99,$94.93,16
1,2,0,100,$90.18,17
1,2,0,101,$108.83,22
1,2,0,102,$113.15,24
1,2,0,103,$99.52,19
1,2,0,104,$58.09,10
1,2,0,105,$98.71,23
1,2,0,106,$58.90,10
1,2,0,107,$227.53,46
1,2,0,108,$64.94,14
1,2,0,109,$132.87,22
1,2,0,110,$128.05,25
1,2,0,111,$106.16,18
1,2,0,113,$22.33,4
1,2,0,114,$33.71,6
1,2,0,115,$82.09,14
1,2,0,116,$25.29,4
1,2,0,117,$60.22,10
1,2,0,118,$31.28,5
1,2,0,119,$37.44,8
1,2,0,120,$45.96,7
1,2,0,121,$22.48,4
1,2,0,122,$38.48,7
1,2,0,123,$61.47,9
1,2,0,124,$16.60,3
1,2,0,125,$92.29,14
1,2,0,126,$44.19,9
1,2,0,127,$38.93,6
1,2,0,130,$60.08,10
1,2,0,131,$4.24,1
1,2,0,132,$37.24,6
1,2,0,136,$13.40,2
1,2,0,141,$6.32,1
1,2,0,142,$8.48,2
1,2,0,17,$5.50,1
1,2,0,19,$21.38,3
1,2,0,26,$6.33,1
1,2,0,29,$16.41,3
1,2,0,30,$14.85,2
1,2,0,31,$15.09,2
1,2,0,32,$6.25,1
1,2,0,34,$13.11,2
1,2,0,36,$14.82,2
1,2,0,37,$5.04,1
1,2,0,38,$15.09,2
1,2,0,39,$5.85,1
1,2,0,40,$26.64,5
1,2,0,41,$12.52,2
1,2,0,42,$18.08,3
1,2,0,44,$11.78,2
1,2,0,48,$13.19,2
1,2,0,49,$5.90,1
1,2,0,50,$25.47,4
1,2,0,53,$10.54,2
1,2,0,55,$5.90,1
1,2,0,57,$5.83,1
1,2,0,58,$8.02,1
1,2,0,61,$5.34,1
1,2,0,63,$23.50,4
1,2,0,64,$11.80,2
1,2,0,67,$5.34,1
1,2,0,68,$5.90,1
1,2,0,70,$7.03,1
1,2,0,74,$7.03,1
1,2,0,78,$24.64,4
1,2,0,85,$66.30,10
1,2,0,87,$30.05,5
1,2,0,92,$66.30,10
1,2,0,98,$19.63,3
1,2,0,103,$30.05,5
1,2,0,120,$6.19,1
1,2,0,12,$77.80,12
1,2,0,13,$129.61,20
1,2,0,14,$215.30,33
1,2,0,15,$236.55,36
1,2,0,16,$298.32,46
1,2,0,17,$489.77,75
1,2,0,18,$324.11,52
1,2,0,19,$671.26,110
1,2,0,20,$779.10,124
1,2,0,21,$886.02,142
1,2,0,22,$961.77,154
1,2,0,23,$791.92,123
1,2,0,24,$839.41,132
1,2,0,25,"$1,106.52",175
1,2,0,26,"$1,035.63",165
1,2,0,27,$896.44,142
1,2,0,28,"$1,281.43",209
1,2,0,29,$987.57,158
1,2,0,30,"$1,125.88",182
1,2,0,31,"$1,120.15",182
1,2,0,32,"$1,566.72",253
1,2,0,33,"$1,368.27",225
1,2,0,34,"$1,296.91",206
1,2,0,35,"$1,193.81",191
1,2,0,36,"$1,557.05",252
1,2,0,37,"$1,386.92",226
1,2,0,38,"$1,584.11",259
1,2,0,39,"$1,547.49",246
1,2,0,40,"$1,993.83",323
1,2,0,41,"$1,376.72",228
1,2,0,42,"$1,600.75",260
1,2,0,43,"$1,385.01",230
1,2,0,44,"$1,639.57",267
1,2,0,45,"$1,398.39",232
1,2,0,46,"$1,343.79",220
1,2,0,47,"$1,690.43",275
1,2,0,48,"$1,392.10",229
1,2,0,49,"$1,374.64",228
1,2,0,50,"$1,156.49",181
1,2,0,51,$926.18,154
1,2,0,52,"$1,038.13",171
1,2,0,53,$985.66,161
1,2,0,54,$994.57,167
1,2,0,55,$858.00,143
1,2,0,56,$912.83,152
1,2,0,57,$835.75,138
1,2,0,58,$954.50,160
1,2,0,59,"$1,136.31",187
1,2,0,60,$851.98,145
1,2,0,61,$830.06,140
1,2,0,62,$796.04,138
1,2,0,63,$901.31,152
1,2,0,64,$865.62,152
1,2,0,65,$832.19,145
1,2,0,66,$876.43,154
1,2,0,67,$980.50,163
1,2,0,68,$829.86,143
1,2,0,69,$853.36,148
1,2,0,70,$918.39,157
1,2,0,71,$871.17,157
1,2,0,72,$695.27,122
1,2,0,73,$764.92,135
1,2,0,74,$972.48,167
1,2,0,75,$788.27,136
1,2,0,76,$728.25,132
1,2,0,77,$917.60,161
1,2,0,78,$904.25,155
1,2,0,79,$743.75,132
1,2,0,80,$958.88,170
1,2,0,81,$705.26,119
1,2,0,82,$693.40,124
1,2,0,83,"$1,067.73",187
1,2,0,84,$644.45,118
1,2,0,85,$741.88,133
1,2,0,86,$803.73,144
1,2,0,87,$785.08,137
1,2,0,88,$712.21,125
1,2,0,89,$798.03,134
1,2,0,90,$949.52,171
